postgresql,driving_app_development,public,users,name,2,character varying,,
postgresql,driving_app_development,public,users,reset_password_token,5,character varying,,
postgresql,driving_app_development,public,users,reset_password_sent_at,6,timestamp without time zone,,
postgresql,driving_app_development,public,users,remember_created_at,7,timestamp without time zone,,
postgresql,driving_app_development,public,users,current_sign_in_at,9,timestamp without time zone,,
postgresql,driving_app_development,public,users,last_sign_in_at,10,timestamp without time zone,,
postgresql,driving_app_development,public,users,current_sign_in_ip,11,character varying,,
postgresql,driving_app_development,public,users,last_sign_in_ip,12,character varying,,
postgresql,driving_app_development,public,users,confirmation_token,13,character varying,,
postgresql,driving_app_development,public,users,confirmed_at,14,timestamp without time zone,,
postgresql,driving_app_development,public,users,confirmation_sent_at,15,timestamp without time zone,,
postgresql,driving_app_development,public,users,unconfirmed_email,16,character varying,,
postgresql,driving_app_development,public,users,unlock_token,18,character varying,,
postgresql,driving_app_development,public,users,locked_at,19,timestamp without time zone,,
postgresql,driving_app_development,public,users,created_at,20,timestamp without time zone,,
postgresql,driving_app_development,public,users,updated_at,21,timestamp without time zone,,
postgresql,driving_app_development,public,users,id,1,bigint,,PRIMARY KEY
postgresql,driving_app_development,public,users,email,3,character varying,,
postgresql,driving_app_development,public,users,encrypted_password,4,character varying,,
postgresql,driving_app_development,public,users,sign_in_count,8,integer,,
postgresql,driving_app_development,public,users,failed_attempts,17,integer,,
postgresql,driving_app_development,public,schema_migrations,version,1,character varying,,PRIMARY KEY
postgresql,driving_app_development,public,ar_internal_metadata,key,1,character varying,,PRIMARY KEY
postgresql,driving_app_development,public,ar_internal_metadata,value,2,character varying,,
postgresql,driving_app_development,public,ar_internal_metadata,created_at,3,timestamp without time zone,,
postgresql,driving_app_development,public,ar_internal_metadata,updated_at,4,timestamp without time zone,,
postgresql,driving_app_development,public,licences,licence_type_id,3,integer,,
postgresql,driving_app_development,public,licences,created_at,4,timestamp without time zone,,
postgresql,driving_app_development,public,licences,updated_at,5,timestamp without time zone,,
postgresql,driving_app_development,public,licences,id,1,bigint,,PRIMARY KEY
postgresql,driving_app_development,public,licences,description,2,character varying,,
postgresql,driving_app_development,public,licence_types,description,2,character varying,,
postgresql,driving_app_development,public,licence_types,created_at,3,timestamp without time zone,,
postgresql,driving_app_development,public,licence_types,updated_at,4,timestamp without time zone,,
postgresql,driving_app_development,public,licence_types,id,1,bigint,,PRIMARY KEY
postgresql,driving_app_development,public,people,name,2,character varying,,
postgresql,driving_app_development,public,people,last_name,3,character varying,,
postgresql,driving_app_development,public,people,address,4,character varying,,
postgresql,driving_app_development,public,people,id_number,6,character varying,,
postgresql,driving_app_development,public,people,created_at,7,timestamp without time zone,,
postgresql,driving_app_development,public,people,updated_at,8,timestamp without time zone,,
postgresql,driving_app_development,public,people,id,1,bigint,,PRIMARY KEY
postgresql,driving_app_development,public,people,phone_number,5,character varying,,
postgresql,driving_app_development,public,teachers,person_id,2,character varying,,
postgresql,driving_app_development,public,teachers,created_at,3,timestamp without time zone,,
postgresql,driving_app_development,public,teachers,updated_at,4,timestamp without time zone,,
postgresql,driving_app_development,public,teachers,id,1,bigint,,PRIMARY KEY
postgresql,driving_app_development,public,customers,person_id,2,character varying,,
postgresql,driving_app_development,public,customers,created_at,3,timestamp without time zone,,
postgresql,driving_app_development,public,customers,updated_at,4,timestamp without time zone,,
postgresql,driving_app_development,public,customers,id,1,bigint,,PRIMARY KEY
postgresql,driving_app_development,public,teoric_classes,description,2,character varying,,
postgresql,driving_app_development,public,teoric_classes,class_length,3,integer,,
postgresql,driving_app_development,public,teoric_classes,created_at,4,timestamp without time zone,,
postgresql,driving_app_development,public,teoric_classes,updated_at,5,timestamp without time zone,,
postgresql,driving_app_development,public,teoric_classes,id,1,bigint,,PRIMARY KEY
postgresql,driving_app_development,public,practical_classes,description,2,character varying,,
postgresql,driving_app_development,public,practical_classes,class_length,3,integer,,
postgresql,driving_app_development,public,practical_classes,licence_id,4,integer,,
postgresql,driving_app_development,public,practical_classes,created_at,5,timestamp without time zone,,
postgresql,driving_app_development,public,practical_classes,updated_at,6,timestamp without time zone,,
postgresql,driving_app_development,public,practical_classes,id,1,bigint,,PRIMARY KEY
postgresql,driving_app_development,public,control_tests,description,2,character varying,,
postgresql,driving_app_development,public,control_tests,test_length,3,integer,,
postgresql,driving_app_development,public,control_tests,created_at,4,timestamp without time zone,,
postgresql,driving_app_development,public,control_tests,updated_at,5,timestamp without time zone,,
postgresql,driving_app_development,public,control_tests,id,1,bigint,,PRIMARY KEY
postgresql,driving_app_development,public,practical_tests,description,2,character varying,,
postgresql,driving_app_development,public,practical_tests,test_length,3,integer,,
postgresql,driving_app_development,public,practical_tests,test_value,4,numeric,,
postgresql,driving_app_development,public,practical_tests,created_at,5,timestamp without time zone,,
postgresql,driving_app_development,public,practical_tests,updated_at,6,timestamp without time zone,,
postgresql,driving_app_development,public,practical_tests,id,1,bigint,,PRIMARY KEY
postgresql,driving_app_development,public,theoretical_tests,description,2,character varying,,
postgresql,driving_app_development,public,theoretical_tests,test_length,3,integer,,
postgresql,driving_app_development,public,theoretical_tests,test_value,4,numeric,,
postgresql,driving_app_development,public,theoretical_tests,created_at,5,timestamp without time zone,,
postgresql,driving_app_development,public,theoretical_tests,updated_at,6,timestamp without time zone,,
postgresql,driving_app_development,public,theoretical_tests,id,1,bigint,,PRIMARY KEY
postgresql,driving_app_development,public,theorical_student_tests,test_date,2,timestamp without time zone,,
postgresql,driving_app_development,public,theorical_student_tests,test_qualification,3,double precision,,
postgresql,driving_app_development,public,theorical_student_tests,approve,4,boolean,,
postgresql,driving_app_development,public,theorical_student_tests,theorical_test_id,5,integer,,
postgresql,driving_app_development,public,theorical_student_tests,student_id,6,integer,,
postgresql,driving_app_development,public,theorical_student_tests,created_at,7,timestamp without time zone,,
postgresql,driving_app_development,public,theorical_student_tests,updated_at,8,timestamp without time zone,,
postgresql,driving_app_development,public,theorical_student_tests,id,1,bigint,,PRIMARY KEY
postgresql,driving_app_development,public,practical_student_tests,test_date,2,timestamp without time zone,,
postgresql,driving_app_development,public,practical_student_tests,test_qualification,3,double precision,,
postgresql,driving_app_development,public,practical_student_tests,approve,4,boolean,,
postgresql,driving_app_development,public,practical_student_tests,practical_test_id,5,integer,,
postgresql,driving_app_development,public,practical_student_tests,student_id,6,integer,,
postgresql,driving_app_development,public,practical_student_tests,created_at,7,timestamp without time zone,,
postgresql,driving_app_development,public,practical_student_tests,updated_at,8,timestamp without time zone,,
postgresql,driving_app_development,public,practical_student_tests,id,1,bigint,,PRIMARY KEY
postgresql,driving_app_development,public,control_student_tests,test_date,2,timestamp without time zone,,
postgresql,driving_app_development,public,control_student_tests,test_qualification,3,double precision,,
postgresql,driving_app_development,public,control_student_tests,approve,4,boolean,,
postgresql,driving_app_development,public,control_student_tests,control_test_id,5,integer,,
postgresql,driving_app_development,public,control_student_tests,student_id,6,integer,,
postgresql,driving_app_development,public,control_student_tests,created_at,7,timestamp without time zone,,
postgresql,driving_app_development,public,control_student_tests,updated_at,8,timestamp without time zone,,
postgresql,driving_app_development,public,control_student_tests,id,1,bigint,,PRIMARY KEY
postgresql,driving_app_development,public,students,enroll_date,2,timestamp without time zone,,
postgresql,driving_app_development,public,students,customer_id,3,integer,,
postgresql,driving_app_development,public,students,licence_id,4,integer,,
postgresql,driving_app_development,public,students,class_teacher_id,5,integer,,
postgresql,driving_app_development,public,students,created_at,6,timestamp without time zone,,
postgresql,driving_app_development,public,students,updated_at,7,timestamp without time zone,,
postgresql,driving_app_development,public,students,id,1,bigint,,PRIMARY KEY
postgresql,driving_app_development,public,class_teachers,practical_class_id,2,integer,,
postgresql,driving_app_development,public,class_teachers,teacher_category_id,3,integer,,
postgresql,driving_app_development,public,class_teachers,vehicle_plate_id,4,integer,,
postgresql,driving_app_development,public,class_teachers,created_at,5,timestamp without time zone,,
postgresql,driving_app_development,public,class_teachers,updated_at,6,timestamp without time zone,,
postgresql,driving_app_development,public,class_teachers,id,1,bigint,,PRIMARY KEY
postgresql,driving_app_development,public,teacher_categories,teacher_id,2,integer,,
postgresql,driving_app_development,public,teacher_categories,licence_type_id,3,integer,,
postgresql,driving_app_development,public,teacher_categories,created_at,4,timestamp without time zone,,
postgresql,driving_app_development,public,teacher_categories,updated_at,5,timestamp without time zone,,
postgresql,driving_app_development,public,teacher_categories,id,1,bigint,,PRIMARY KEY
postgresql,driving_app_development,public,student_licences,student_id,2,integer,,
postgresql,driving_app_development,public,student_licences,licence_id,3,integer,,
postgresql,driving_app_development,public,student_licences,expedition_date,4,timestamp without time zone,,
postgresql,driving_app_development,public,student_licences,expiration_date,5,timestamp without time zone,,
postgresql,driving_app_development,public,student_licences,created_at,6,timestamp without time zone,,
postgresql,driving_app_development,public,student_licences,updated_at,7,timestamp without time zone,,
postgresql,driving_app_development,public,student_licences,id,1,bigint,,PRIMARY KEY
